R,HF,FCI,CISD
0.5,-1.0580248129692678,-1.0778638965744876,-1.0778638965744674
0.5070707070707071,-1.0634890685400602,-1.0834770984936382,-1.0834770984936144
0.5141414141414141,-1.0686241052808925,-1.0887606913009564,-1.0887606913009291
0.5212121212121212,-1.073446351269421,-1.0937311350020817,-1.0937311350020498
0.5282828282828282,-1.077971306149754,-1.0984039622761557,-1.098403962276119
0.5353535353535354,-1.0822136021437831,-1.1027938395303947,-1.102793839530352
0.5424242424242425,-1.0861870604176949,-1.1069146232981197,-1.1069146232980707
0.5494949494949495,-1.089904743226462,-1.1107794124032773,-1.1107794124032189
0.5565656565656566,-1.0933790022122327,-1.1144005962678087,-1.114400596267741
0.5636363636363636,-1.096621523191212,-1.1177898996971578,-1.1177898996970752
0.5707070707070707,-1.099643367727714,-1.1209584244433164,-1.120958424443217
0.5777777777777777,-1.1024550117621867,-1.1239166878131597,-1.1239166878130378
0.5848484848484848,-1.1050663815327624,-1.1266746585624692,-1.126674658562321
0.591919191919192,-1.1074868870055161,-1.1292417902918068,-1.129241790291632
0.598989898989899,-1.1097254530076692,-1.131627052539356,-1.1316270525391827
0.6060606060606061,-1.111790548239126,-1.1338389597470178,-1.1338389597469618
0.6131313131313131,-1.113690212322401,-1.1358855982606442,-1.1358855982605987
0.6202020202020202,-1.1154320810355873,-1.1377746515098157,-1.137774651509556
0.6272727272727272,-1.1170234098614102,-1.1395134235009436,-1.1395134235004847
0.6343434343434343,-1.118471095973803,-1.1411088607457485,-1.1411088607450903
0.6414141414141414,-1.119781698773641,-1.142567572737327,-1.1425675727364455
0.6484848484848484,-1.1209614590766193,-1.1438958510773203,-1.1438958510761728
0.6555555555555556,-1.1220163170480073,-1.145099687349326,-1.1450996873478594
0.6626262626262627,-1.1229519289722592,-1.1461847898269577,-1.1461847898251054
0.6696969696969697,-1.123773682938707,-1.147156599098089,-1.1471565990957713
0.6767676767676768,-1.1244867135188363,-1.1480203026810794,-1.148020302678203
0.6838383838383838,-1.1250959155051663,-1.1487808487032445,-1.1487808486997015
0.6909090909090909,-1.1256059567769177,-1.1494429587069674,-1.1494429587026338
0.6979797979797979,-1.1260212903530629,-1.1500111396442165,-1.1500111396389527
0.705050505050505,-1.1263461656890827,-1.1504896951159478,-1.150489695109594
0.7121212121212122,-1.1265846392700039,-1.1508827359090785,-1.1508827359014568
0.7191919191919192,-1.1267405845485188,-1.1511941898799551,-1.151194189870866
0.7262626262626263,-1.1268177012736946,-1.1514278112298924,-1.151427811219116
0.7333333333333333,-1.1268195242526369,-1.1515871892152356,-1.151587189202528
0.7404040404040404,-1.1267494315844813,-1.1516757563313673,-1.1516757563164643
0.7474747474747474,-1.1266106524034192,-1.1516967960074282,-1.15169679600743
0.7545454545454545,-1.1264062741646619,-1.1516534498457047,-1.1516534498457065
0.7616161616161616,-1.126139249505335,-1.1515487244376734,-1.1515487244376745
0.7686868686868686,-1.1258124027094292,-1.1513854977859137,-1.1513854977859141
0.7757575757575758,-1.1254284358042415,-1.151166525359303,-1.1511665253593029
0.7828282828282829,-1.1249899343136267,-1.1508944458068513,-1.1508944458068524
0.7898989898989899,-1.1244993726915613,-1.1505717863537002,-1.150571786353701
0.7969696969696969,-1.1239591194577219,-1.1502009679009708,-1.1502009679009717
0.804040404040404,-1.1233714420552847,-1.149784309849709,-1.1497843098497094
0.8111111111111111,-1.1227385114495396,-1.1493240346674942,-1.1493240346674953
0.8181818181818181,-1.1220624064847482,-1.1488222722151813,-1.1488222722151817
0.8252525252525252,-1.1213451180147547,-1.1482810638492071,-1.148281063849208
0.8323232323232324,-1.1205885528225572,-1.1477023663147503,-1.147702366314751
0.8393939393939394,-1.1197945373420826,-1.147088055442895,-1.147088055442895
0.8464646464646464,-1.1189648211948888,-1.1464399296645562,-1.1464399296645567
0.8535353535353536,-1.1181010805532776,-1.1457597133526112,-1.1457597133526127
0.8606060606060606,-1.117204921340538,-1.145049060002924,-1.145049060002925
0.8676767676767676,-1.116277882278138,-1.144309555264056,-1.1443095552640565
0.8747474747474747,-1.1153214377889757,-1.14354271982475,-1.1435427198247494
0.8818181818181818,-1.1143370007650386,-1.1427500121674803,-1.1427500121674807
0.8888888888888888,-1.113325925207243,-1.1419328311958221,-1.141932831195821
0.895959595959596,-1.1122895087445648,-1.141092518742664,-1.1410925187426644
0.9030303030303031,-1.1112289950390903,-1.140230361965906,-1.1402303619659058
0.9101010101010101,-1.110145576083064,-1.1393475956375902,-1.1393475956375911
0.9171717171717171,-1.1090403943936247,-1.1384454043321752,-1.1384454043321761
0.9242424242424242,-1.1079145451104413,-1.1375249245190422,-1.1375249245190426
0.9313131313131313,-1.1067690780011403,-1.1365872465641043,-1.136587246564104
0.9383838383838383,-1.1056049993790826,-1.135633416644993,-1.1356334166449926
0.9454545454545454,-1.1044232739375208,-1.1346644385837892,-1.1346644385837898
0.9525252525252526,-1.10322482650442,-1.1336812756015222,-1.1336812756015224
0.9595959595959596,-1.1020105437213386,-1.132684851997739,-1.1326848519977386
0.9666666666666666,-1.1007812756499407,-1.1316760547586764,-1.1316760547586773
0.9737373737373738,-1.0995378373093865,-1.1306557350971915,-1.1306557350971922
0.9808080808080808,-1.0982810101476466,-1.1296247099274126,-1.1296247099274128
