R,HF,FCI,CISD,DM_msto-11g
1.0,-7.825571924280564,-7.860791009687749,-7.860049890558123,4.2266181675864605
1.02020202020202,-7.836141735074484,-7.871257310772663,-7.8705223294080495,4.278211617927675
1.0404040404040404,-7.845857890961654,-7.880908914143919,-7.880177888300932,4.326871406980829
1.0606060606060606,-7.854780584267364,-7.889802598795154,-7.889073515753137,4.372755170003773
1.0808080808080809,-7.862966164516792,-7.897991644472488,-7.897262647941938,4.416007965422936
1.101010101010101,-7.870467290125842,-7.905525954260763,-7.904795330804786,4.45676470906916
1.121212121212121,-7.877333094785431,-7.9124521906973335,-7.911718356335334,4.495152175580353
1.1414141414141414,-7.883609362430433,-7.918813921323648,-7.918075408714331,4.53129060879861
1.1616161616161615,-7.889338706088757,-7.924651770094866,-7.923907216512245,4.565294987934542
1.1818181818181819,-7.894560747069579,-7.930003571646192,-7.929251709503626,4.597273051477418
1.202020202020202,-7.899312291888847,-7.934904525982155,-7.934144167646603,4.627337679650057
1.2222222222222223,-7.903627505065083,-7.939387351667584,-7.938617385017374,4.655590109537991
1.2424242424242424,-7.907538076486153,-7.943482436037504,-7.942701814312067,4.682131674020036
1.2626262626262625,-7.911073382471963,-7.947217981308085,-7.946425715343891,4.70706120048839
1.2828282828282829,-7.914260639975707,-7.950620145765049,-7.949815296929762,4.730475119818292
1.303030303030303,-7.917125053597261,-7.953713179440791,-7.952894853201604,4.752467498302769
1.3232323232323233,-7.919689955250152,-7.956519553876592,-7.95568689394203,4.773130014274732
1.3434343434343434,-7.921976936444024,-7.959060085711474,-7.958212268698235,4.792551897394426
1.3636363636363638,-7.924005973231693,-7.961354053954092,-7.960490284519619,4.810819845228134
1.3838383838383839,-7.925795543933278,-7.963419310885117,-7.962538817294884,4.828017928783121
1.404040404040404,-7.927362739796135,-7.965272386609798,-7.9643744166964,4.844227496087631
1.4242424242424243,-7.928723368782633,-7.966928587337721,-7.966012404820282,4.859527080668291
1.4444444444444444,-7.929892052705198,-7.968402087514867,-7.967466968650104,4.873992319902923
1.4646464646464648,-7.930882317947222,-7.969706015970364,-7.968751246509953,4.887695886664814
1.4848484848484849,-7.931706680023829,-7.970852536271046,-7.969877408702688,4.900707436397359
1.5050505050505052,-7.9323767222478985,-7.97185292150086,-7.970856732552682,4.913093570794153
1.5252525252525253,-7.932903168775415,-7.9727176237012785,-7.971699672091081,4.924917818477142
1.5454545454545454,-7.93329595230974,-7.973456338222588,-7.972415922634902,4.936240632492753
1.5656565656565657,-7.933564276747758,-7.974078063245749,-7.973014480520997,4.94711940399504
1.5858585858585859,-7.9337166750513095,-7.974591154740173,-7.973503698261121,4.95760849114531
1.606060606060606,-7.933761062626632,-7.975003377125483,-7.973891335387252,4.967759262005376
1.6262626262626263,-7.933704786490462,-7.975321949904282,-7.974184605254961,4.977620150022041
1.6464646464646466,-7.933554670496751,-7.975553590530037,-7.974390218069649,4.987236720596204
1.6666666666666667,-7.933317056891218,-7.975704553768697,-7.974514420395105,4.9966517471846865
1.6868686868686869,-7.932997844452258,-7.975780667804726,-7.974563031395781,5.005905295380841
1.7070707070707072,-7.932602523467534,-7.975787367333681,-7.974541476055508,5.01503481346935
1.7272727272727273,-7.932136207785387,-7.975729723873041,-7.97445481560528,5.024075228013438
1.7474747474747474,-7.931603664168038,-7.975612473511371,-7.974307775380598,5.033059043147147
1.7676767676767677,-7.931009339162838,-7.975440042304568,-7.974104770318108,5.042016442333221
1.787878787878788,-7.93035738369438,-7.9752165695148864,-7.9738499282876845,5.0509753914832825
1.8080808080808082,-7.92965167556839,-7.974945928876103,-7.973547111444099,5.059961742449815
1.8282828282828283,-7.928895840065984,-7.974631748055932,-7.973199935770007,5.068999336030134
1.8484848484848486,-7.928093268793169,-7.974277426473113,-7.972811788968242,5.078110103736604
1.8686868686868687,-7.92724713694066,-7.9738861516166795,-7.972385846851617,5.087314167706282
1.8888888888888888,-7.926360419094209,-7.973460914000322,-7.971925088363627,5.096629938232995
1.9090909090909092,-7.925435903726592,-7.973004520875819,-7.971432309354568,5.106074208497558
1.9292929292929295,-7.924476206490736,-7.9725196088180805,-7.970910135226115,5.115662246179578
1.9494949494949496,-7.923483782422495,-7.972008655283651,-7.970361032546655,5.125407881696625
1.9696969696969697,-7.922460937152847,-7.971473989236236,-7.96978731973128,5.135323592912265
1.98989898989899,-7.921409837220132,-7.970917800923893,-7.969191176871502,5.14542058620201
2.0101010101010104,-7.920332519563385,-7.97034215088351,-7.968574654790526,5.15570887384106
2.0303030303030303,-7.919230900271779,-7.969748978242426,-7.967939683394312,5.1661973477183265
2.0505050505050506,-7.91810678265648,-7.969140108379005,-7.967288079380305,5.176893849434452
2.070707070707071,-7.9169618647059,-7.968517259998864,-7.966621553360744,5.187805236896312
2.090909090909091,-7.91579774597844,-7.967882051677116,-7.965941716451056,5.198937447565603
2.111111111111111,-7.914615933981902,-7.967236007912532,-7.965250086369193,5.210295558590067
2.1313131313131315,-7.913417850084185,-7.966580564735313,-7.964548093087626,5.22188384413351
2.1515151515151514,-7.912204834994803,-7.965917074905482,-7.9638370840749175,5.2337058303409325
2.1717171717171717,-7.91097815385293,-7.965246812735519,-7.963118329160269,5.2457643485052285
2.191919191919192,-7.909739000955253,-7.964570978568687,-7.962393025052303,5.258061587129588
2.212121212121212,-7.908488504151843,-7.96389070293981,-7.961662299538538,5.270599143496355
2.2323232323232327,-7.907227728937167,-7.96320705044446,-7.960927215391439,5.283378074701651
2.2525252525252526,-7.905957682260188,-7.962521023339648,-7.960188774004539,5.296398946213091
2.272727272727273,-7.904679316074728,-7.961833564896403,-7.959447918780812,5.309661872355103
2.2929292929292933,-7.903393530650581,-7.961145562524409,-7.9587055382962815,5.323166539020068
2.313131313131313,-7.902101177662666,-7.960457850685615,-7.957962468187828,5.33691559103749
2.3333333333333335,-7.900803063074846,-7.959771213613505,-7.957219498587775,5.350899817246204
2.353535353535354,-7.899499949833666,-7.959086387852935,-7.95647736929776,5.365121664526707
2.3737373737373737,-7.898192560385028,-7.958404064634192,-7.955736777240766,5.379579192592747
2.393939393939394,-7.8968815790270686,-7.957724892094339,-7.954998377432028,5.394270162332356
2.4141414141414144,-7.895567654110357,-7.957049477357463,-7.954262785079835,5.409192061539192
2.4343434343434343,-7.894251400096138,-7.956378388484838,-7.953530577553089,5.424342129282042
2.4545454545454546,-7.892933399482795,-7.955712156305502,-7.952802296225859,5.4397173789831506
2.474747474747475,-7.891614204608803,-7.95505127613599,-7.952078448207557,5.455314620267829
2.494949494949495,-7.89029433934149,-7.95439620939877,-7.951359507968062,5.471130479610674
2.5151515151515156,-7.8889743006588535,-7.953747385147237,-7.950645918865456,5.487161419934622
2.5353535353535355,-7.887654560131771,-7.953105201504655,-7.949938094583768,5.503403759050053
2.5555555555555554,-7.88633556531311,-7.952470027024126,-7.949236420487508,5.519853687183281
2.575757575757576,-7.885017741040653,-7.951842201976587,-7.948541254900098,5.53650728339684
2.595959595959596,-7.883701490658638,-7.951222039571972,-7.947852930311085,5.553360531083588
2.6161616161616164,-7.882387197164212,-7.950609827119935,-7.9471717545187035,5.570409332699168
2.6363636363636367,-7.88107522428307,-7.95000582713454,-7.946498011712048,5.587649523257786
2.6565656565656566,-7.879765917479869,-7.949410278388491,-7.94583196349853,5.605076883165007
2.676767676767677,-7.878459604906495,-7.948823396920104,-7.9451738498798345,5.622687150077219
2.6969696969696972,-7.87715659829368,-7.948245376998158,-7.944523890181628,5.640476030301705
2.717171717171717,-7.8758571937885105,-7.947676392047287,-7.943882283939414,5.658439209300092
2.7373737373737375,-7.8745616727422325,-7.947116595537831,-7.943249211744262,5.67657236587804
2.757575757575758,-7.873270302450903,-7.946566121842597,-7.94262483604948,5.6948711887943295
2.7777777777777777,-7.871983336852822,-7.946025087063899,-7.942009301942512,5.713331399276153
2.7979797979797985,-7.870701017184551,-7.945493589832338,-7.9414027378928935,5.731948751576436
2.8181818181818183,-7.869423572598922,-7.944971712080266,-7.94080525648446,5.7507189921680935
2.8383838383838382,-7.868151220747421,-7.944459519791604,-7.940216955112861,5.769637847677279
2.858585858585859,-7.866884168328763,-7.94395706372932,-7.939637916636652,5.788701072113015
2.878787878787879,-7.865622611606352,-7.943464380142591,-7.939068210009188,5.807904482738722
2.8989898989898992,-7.864366736896406,-7.942981491454576,-7.938507890901481,5.827243961195109
2.9191919191919196,-7.863116721028336,-7.942508406931826,-7.937957002307173,5.846715447899062
2.9393939393939394,-7.861872731779605,-7.942045123336526,-7.937415575127387,5.866314940575655
2.95959595959596,-7.860634928286309,-7.941591625562207,-7.936883628736756,5.886038496340155
2.97979797979798,-7.859403461431133,-7.941147887253465,-7.936361171532484,5.90588223502991
3.0,-7.8581784742099146,-7.940713871410358,-7.935848201467474,5.925842342155653
