R,HF,FCI,CISD,DM_msto-04g
1.0,-7.833013384385645,-7.868132641822952,-7.867398677247462,4.220815588381441
1.02020202020202,-7.84351938893869,-7.878546545064918,-7.877817727856859,4.271850406577765
1.0404040404040404,-7.85317511559722,-7.888148258349507,-7.88742247675852,4.319913904651472
1.0606060606060606,-7.86204150907598,-7.896995349414202,-7.8962706584367295,4.365169627223128
1.0808080808080809,-7.870175470551456,-7.905141681734684,-7.9044162900898,4.407769108902472
1.101010101010101,-7.877630020260052,-7.912637550885651,-7.91190980742585,4.447854059770223
1.121212121212121,-7.8844544813827895,-7.919529840104376,-7.918798220353975,4.485558139676208
1.1414141414141414,-7.890694676538817,-7.9258621885875415,-7.925125281828057,4.521008365858022
1.1616161616161615,-7.896393130118793,-7.93167516703583,-7.930931664171625,4.55432620333044
1.1818181818181819,-7.901589271329841,-7.937006455988077,-7.93625513990816,4.585625531888324
1.202020202020202,-7.906319634185595,-7.941891023454014,-7.941130753925299,4.6150245535460455
1.2222222222222223,-7.910618051765946,-7.946361299204179,-7.945591008197768,4.64262945675538
1.2424242424242424,-7.914515842933724,-7.95044734379441,-7.949666025363401,4.668545743196548
1.2626262626262625,-7.918041990350347,-7.954177010985322,-7.953383713510148,4.692875685326864
1.2828282828282829,-7.921223309126352,-7.95757610267794,-7.956769921849343,4.715718430935838
1.303030303030303,-7.924084605804587,-7.960668515844,-7.959848588317689,4.7371700527279055
1.3232323232323233,-7.926648827632035,-7.963476381197233,-7.9626418788635505,4.757323561281892
1.3434343434343434,-7.928937202260043,-7.9660201935539785,-7.965170318353458,4.77626889582541
1.3636363636363638,-7.930969368133343,-7.968318933973284,-7.967452913216033,4.794092903810322
1.3838383838383839,-7.932763495911219,-7.970390183871437,-7.969507266006415,4.810879317414489
1.404040404040404,-7.934336401315533,-7.972250231377756,-7.971349682169672,4.8267087327100535
1.4242424242424243,-7.935703649827902,-7.973914170245013,-7.972995269319829,4.841658595264303
1.4444444444444444,-7.936879653675011,-7.975395991660458,-7.974458029384711,4.855803194438638
1.4646464646464648,-7.9378777615438265,-7.976708669320462,-7.975750943983316,4.869213667461562
1.4848484848484849,-7.938710341467035,-7.977864238142031,-7.976886053412283,4.881958013522004
1.5050505050505052,-7.9393888573107105,-7.9788738669858965,-7.97787452961917,4.894101117562957
1.5252525252525253,-7.939923939286537,-7.979747925764279,-7.978726743538357,4.905704783116573
1.5454545454545454,-7.940325448896564,-7.980496047299074,-7.979452327157541,4.916827773342456
1.5656565656565657,-7.940602538704454,-7.981127184287448,-7.980060230674069,4.927525859369454
1.5858585858585859,-7.940763707310952,-7.981649661720608,-7.98055877508861,4.937851875048352
1.606060606060606,-7.94081684989339,-7.982071225087393,-7.980955700569561,4.947855777277708
1.6262626262626263,-7.940769304651327,-7.982399084680051,-7.981258210907091,4.957584711132445
1.6464646464646466,-7.940627895481651,-7.982639956303931,-7.981473014359774,4.96708307911509
1.6666666666666667,-7.940398971187523,-7.982800098676121,-7.981606361180239,4.976392613931376
1.6868686868686869,-7.940088441505877,-7.982885347781,-7.981664078088804,4.985552454279184
1.7070707070707072,-7.939701810218744,-7.982901148433251,-7.981651599946597,4.994599223199749
