R,HF,FCI,CISD
0.5,-1.042996274540095,-1.0551597944706257,-1.0551597944706241
0.5070707070707071,-1.0491250730028614,-1.0614792141460831,-1.0614792141460823
0.5141414141414141,-1.054887536223099,-1.0674354120077199,-1.067435412007719
0.5212121212121212,-1.0603005163276775,-1.0730452634127003,-1.0730452634126995
0.5282828282828282,-1.0653799508953747,-1.0783247293887672,-1.0783247293887668
0.5353535353535354,-1.0701409260088268,-1.0832889196760092,-1.0832889196760085
0.5424242424242425,-1.0745977341728878,-1.0879521506385081,-1.0879521506385075
0.5494949494949495,-1.078763927537755,-1.0923279984843433,-1.0923279984843428
0.5565656565656566,-1.0826523668251902,-1.0964293481923608,-1.09642934819236
0.5636363636363636,-1.0862752663211492,-1.100268438509031,-1.1002684385090298
0.5707070707070707,-1.089644235266241,-1.103856903346827,-1.1038569033468262
0.5777777777777777,-1.0927703159470696,-1.1072058098871231,-1.1072058098871227
0.5848484848484848,-1.0956640187659776,-1.1103256936650483,-1.1103256936650479
0.591919191919192,-1.0983353545434906,-1.1132265908904728,-1.1132265908904735
0.598989898989899,-1.1007938642871966,-1.115918068238723,-1.1159180682387242
0.6060606060606061,-1.1030486466411302,-1.1184092503248775,-1.1184092503248768
0.6131313131313131,-1.105108383213239,-1.120708845059029,-1.1207088450590288
0.6202020202020202,-1.1069813619620237,-1.1228251670633753,-1.1228251670633747
0.6272727272727272,-1.1086754988091214,-1.1247661593175877,-1.1247661593175873
0.6343434343434343,-1.1101983576313634,-1.1265394131857562,-1.1265394131857556
0.6414141414141414,-1.1115571687733652,-1.1281521869656224,-1.1281521869656215
0.6484848484848484,-1.112758846210451,-1.1296114230895928,-1.1296114230895922
0.6555555555555556,-1.1138100034811265,-1.1309237640964032,-1.1309237640964023
0.6626262626262627,-1.1147169684986016,-1.1320955674825972,-1.1320955674825965
0.6696969696969697,-1.1154857973418049,-1.1331329195338997,-1.133132919533899
0.6767676767676768,-1.1161222871178995,-1.134041648228134,-1.134041648228134
0.6838383838383838,-1.1166319879805788,-1.1348273352936329,-1.1348273352936322
0.6909090909090909,-1.1170202143810328,-1.1354953274996373,-1.1354953274996364
0.6979797979797979,-1.1172920556217616,-1.1360507472485608,-1.1360507472485606
0.705050505050505,-1.117452385777192,-1.1364985025337075,-1.1364985025337069
0.7121212121212122,-1.1175058730390732,-1.136843296320101,-1.1368432963201007
0.7191919191919192,-1.117456988539291,-1.1370896354007693,-1.1370896354007693
0.7262626262626263,-1.1173100146976904,-1.137241838775756,-1.1372418387757555
0.7333333333333333,-1.117069053137787,-1.1373040455964807,-1.13730404559648
0.7404040404040404,-1.1167380322089677,-1.1372802227137948,-1.137280222713795
0.7474747474747474,-1.1163207141497815,-1.1371741718640909,-1.1371741718640906
0.7545454545454545,-1.1158207019232593,-1.1369895365241938,-1.1369895365241929
0.7616161616161616,-1.1152414457518747,-1.1367298084624666,-1.1367298084624664
0.7686868686868686,-1.1145862493763639,-1.1363983340102017,-1.136398334010201
0.7757575757575758,-1.1138582760605105,-1.1359983200752333,-1.1359983200752335
0.7828282828282829,-1.1130605543605303,-1.1355328399163258,-1.1355328399163254
0.7898989898989899,-1.1121959836760502,-1.135004838695231,-1.13500483869523
0.7969696969696969,-1.1112673395972439,-1.134417138820934,-1.1344171388209334
0.804040404040404,-1.1102772790609015,-1.1337724450988165,-1.1337724450988165
0.8111111111111111,-1.109228345326466,-1.133073349695763,-1.1330733496957621
0.8181818181818181,-1.1081229727815836,-1.1323223369307667,-1.132322336930766
0.8252525252525252,-1.106963491585538,-1.1315217878994623,-1.1315217878994617
0.8323232323232324,-1.105752132157407,-1.1306739849394463,-1.1306739849394454
0.8393939393939394,-1.1044910295150632,-1.1297811159426034,-1.1297811159426028
0.8464646464646464,-1.1031822274701912,-1.128845278519697,-1.1288452785196972
0.8535353535353536,-1.101827682683758,-1.1278684840217879,-1.127868484021787
0.8606060606060606,-1.100429268585589,-1.1268526614222198,-1.1268526614222192
0.8676767676767676,-1.0989887791613593,-1.1257996610626695,-1.1257996610626682
0.8747474747474747,-1.0975079326097692,-1.1247112582661367,-1.1247112582661356
0.8818181818181818,-1.0959883748723527,-1.1235891568195162,-1.1235891568195158
0.8888888888888888,-1.0944316830380916,-1.1224349923280719,-1.1224349923280712
0.895959595959596,-1.092839368624798,-1.1212503354439574,-1.1212503354439574
0.9030303030303031,-1.0912128807391155,-1.120036694970827,-1.1200366949708263
0.9101010101010101,-1.0895536091168476,-1.1187955208464042,-1.1187955208464035
0.9171717171717171,-1.0878628870453415,-1.1175282070049581,-1.1175282070049575
0.9242424242424242,-1.086141994169505,-1.1162360941214158,-1.1162360941214158
0.9313131313131313,-1.0843921591833503,-1.1149204722392303,-1.11492047223923
0.9383838383838383,-1.0826145624086476,-1.1135825832837418,-1.113582583283741
0.9454545454545454,-1.0808103382626069,-1.1122236234631497,-1.1122236234631495
0.9525252525252526,-1.0789805776165373,-1.1108447455592407,-1.1108447455592407
0.9595959595959596,-1.0771263300473282,-1.1094470611098641,-1.1094470611098628
0.9666666666666666,-1.0752486059841502,-1.1080316424857415,-1.108031642485741
0.9737373737373738,-1.0733483787523954,-1.106599524863809,-1.1065995248638083
0.9808080808080808,-1.0714265865173098,-1.1051517080996685,-1.1051517080996685
0.9878787878787878,-1.069484134129733,-1.1036891585017614,-1.1036891585017612
0.9949494949494949,-1.067521894876542,-1.1022128105099713,-1.1022128105099716
1.002020202020202,-1.0655407121384597,-1.10072356828148,-1.10072356828148
1.009090909090909,-1.0635414009579875,-1.0992223071867504,-1.0992223071867508
1.0161616161616163,-1.0615247495202937,-1.0977098752186092,-1.0977098752186094
1.0232323232323233,-1.059491520549995,-1.0961870943174632,-1.0961870943174632
1.0303030303030303,-1.057442452626798,-1.094654761615742,-1.0946547616157423
1.0373737373737373,-1.0553782614232212,-1.0931136506048953,-1.0931136506048955
1.0444444444444443,-1.053299640866944,-1.091564512227543,-1.0915645122275424
1.0515151515151515,-1.0512072642315635,-1.0900080758986979,-1.0900080758986979
1.0585858585858585,-1.0491017851583349,-1.0884450504586847,-1.088445050458685
1.0656565656565657,-1.0469838386123511,-1.0868761250612906,-1.0868761250612908
1.0727272727272728,-1.0448540417760688,-1.0853019700001225,-1.085301970000123
1.0797979797979798,-1.042712994883364,-1.0837232374764132,-1.083723237476414
1.0868686868686868,-1.0405612819971577,-1.0821405623113691,-1.0821405623113693
1.0939393939393938,-1.0383994717336251,-1.0805545626061168,-1.0805545626061173
1.101010101010101,-1.0362281179359747,-1.0789658403523061,-1.078965840352306
1.108080808080808,-1.0340477603006706,-1.07737498199623,-1.0773749819962304
1.1151515151515152,-1.0318589249589774,-1.075782558959431,-1.0757825589594314
1.1222222222222222,-1.0296621250165878,-1.074189128118543,-1.0741891281185434
1.1292929292929292,-1.0274578610540146,-1.0725952322470995,-1.0725952322470997
1.1363636363636362,-1.025246621590361,-1.0710014004219421,-1.0710014004219424
1.1434343434343432,-1.0230288835129833,-1.069408148396763,-1.0694081483967626
1.1505050505050505,-1.0208051124754582,-1.067815978945211,-1.067815978945211
1.1575757575757575,-1.018575763266187,-1.066225382175919,-1.0662253821759187
1.1646464646464647,-1.0163412801498402,-1.064636835821655,-1.0646368358216551
1.1717171717171717,-1.0141020971837817,-1.0630508055047767,-1.063050805504777
1.1787878787878787,-1.0118586385114812,-1.061467744980988,-1.0614677449809877
1.1858585858585857,-1.00961131863482,-1.0598880963633244,-1.0598880963633253
1.1929292929292927,-1.0073605426671026,-1.058312290328207,-1.0583122903282067
1.2,-1.00510670656849,-1.0567407463052576,-1.0567407463052578
