R,HF,FCI,CISD
0.5,-0.9535257317797019,-0.9634975228238367,-0.963497522823836
0.5070707070707071,-0.9618464441624577,-0.971951712655797,-0.9719517126557962
0.5141414141414141,-0.9697771684157603,-0.9800176333244857,-0.9800176333244845
0.5212121212121212,-0.9773352309933956,-0.9877126303072805,-0.9877126303072806
0.5282828282828282,-0.9845370345888005,-0.9950531254501038,-0.9950531254501035
0.5353535353535354,-0.9913981179946151,-1.0020546768339522,-1.0020546768339516
0.5424242424242425,-0.9979332113636039,-1.0087320340431816,-1.0087320340431805
0.5494949494949495,-1.0041562872821657,-1.0150991892465728,-1.0150991892465726
0.5565656565656566,-1.0100806080252176,-1.0211694244597491,-1.0211694244597487
0.5636363636363636,-1.015718769324215,-1.0269553553206276,-1.026955355320627
0.5707070707070707,-1.0210827409465733,-1.0324689716760265,-1.0324689716760254
0.5777777777777777,-1.026183904355587,-1.0377216752483807,-1.03772167524838
0.5848484848484848,-1.0310330876938114,-1.0427243146255403,-1.0427243146255403
0.591919191919192,-1.0356405983093568,-1.0474872177929575,-1.0474872177929568
0.598989898989899,-1.040016253024271,-1.0520202224074873,-1.0520202224074868
0.6060606060606061,-1.0441694063251818,-1.0563327039928208,-1.0563327039928208
0.6131313131313131,-1.0481089766402554,-1.0604336022207335,-1.0604336022207328
0.6202020202020202,-1.051843470851468,-1.0643314454269857,-1.0643314454269868
0.6272727272727272,-1.055381007178105,-1.0680343734979152,-1.068034373497915
0.6343434343434343,-1.0587293365553416,-1.0715501592514491,-1.071550159251448
0.6414141414141414,-1.061895862621253,-1.0748862284259892,-1.0748862284259886
0.6484848484848484,-1.0648876604157391,-1.0780496783806273,-1.0780496783806266
0.6555555555555556,-1.067711493886366,-1.0810472956016373,-1.0810472956016361
0.6626262626262627,-1.0703738322880276,-1.0838855721022567,-1.083885572102257
0.6696969696969697,-1.0728808655565067,-1.0865707207957869,-1.0865707207957864
0.6767676767676768,-1.0752385187292715,-1.0891086899153524,-1.0891086899153513
0.6838383838383838,-1.0774524654811322,-1.0915051765479769,-1.0915051765479757
0.6909090909090909,-1.0795281408370647,-1.0937656393452941,-1.0937656393452933
0.6979797979797979,-1.081470753119512,-1.0958953104682017,-1.0958953104682025
