R,HF,FCI,CISD,DM_msto-10g
1.0,-7.850898595861694,-7.88644842597246,-7.8856969246197615,4.208274550218374
1.02020202020202,-7.861396387722348,-7.896842913943022,-7.896096971468813,4.259568583150262
1.0404040404040404,-7.871045070429914,-7.906427124118607,-7.9056846093370785,4.30789882656042
1.0606060606060606,-7.879904629041271,-7.915257744189971,-7.914516684003077,4.3534209030485576
1.0808080808080809,-7.888031219914947,-7.923387947915546,-7.922646516480383,4.396278719199998
1.101010101010101,-7.895477320238519,-7.93086752086474,-7.9301240279382155,4.436606802468141
1.121212121212121,-7.902291891913466,-7.9377429984838965,-7.9369958776357175,4.4745322178151055
1.1414141414141414,-7.908520554099208,-7.944057812918307,-7.943305610041296,4.510176101669028
1.1616161616161615,-7.91420575997179,-7.949852445388323,-7.9490938093155,4.5436521544911255
1.1818181818181819,-7.919386974295612,-7.955164581365621,-7.954398248959204,4.57507822230243
1.202020202020202,-7.924100849250559,-7.960029266255614,-7.95925405745933,4.604561133379542
1.2222222222222223,-7.928381396629918,-7.964479059721992,-7.963693867232049,4.6322075459011005
1.2424242424242424,-7.932260155045254,-7.968544187171,-7.967747968324529,4.658121662493107
1.2626262626262625,-7.935766351178013,-7.972252687240579,-7.9714444565668945,4.682405377298936
1.2828282828282829,-7.938927054425459,-7.975630554415394,-7.974809376803762,4.705158322374072
1.303030303030303,-7.941767324519854,-7.978701876115861,-7.97786686055218,4.726477840246569
1.3232323232323233,-7.944310351877358,-7.981488963798403,-7.980639257624041,4.746458905390281
1.3434343434343434,-7.9465775905668306,-7.984012477758338,-7.9831472614137935,4.765194013506349
1.3636363636363638,-7.948588883890895,-7.986291545453997,-7.985410027658214,4.782773053948122
1.3838383838383839,-7.950362582650218,-7.9883438732742285,-7.987445286615468,4.799283177423689
1.404040404040404,-7.951915656223693,-7.990185851758045,-7.98926944865964,4.814808668274951
1.4242424242424243,-7.953263796644123,-7.99183265434395,-7.990897703378157,4.829430828151411
1.4444444444444444,-7.954421515886749,-7.9932983297840865,-7.992344112308774,4.843227875799372
1.4646464646464648,-7.955402236615741,-7.994595888402501,-7.993621695497951,4.856274865941261
1.4848484848484849,-7.9562183766567784,-7.995737382413923,-7.994742512098909,4.868643628839088
1.5050505050505052,-7.9568814274784,-7.996733980545155,-7.995717735253218,4.8804027310442475
1.5252525252525253,-7.957402026975807,-7.997596037221278,-7.996557721519506,4.89161745702769
1.5454545454545454,-7.957790026857696,-7.9983331565927855,-7.997272075126556,4.902349810782458
1.5656565656565657,-7.958054554938794,-7.9989542516870085,-7.997869707335323,4.912658536064898
1.5858585858585859,-7.958204072639839,-7.999467598970446,-7.998358891197385,4.922599153640429
1.606060606060606,-7.9582464279935,-7.9998808886082875,-7.998747311996902,4.932224013714703
1.6262626262626263,-7.958188904448401,-8.000201270702684,-7.999042113658701,4.941582361643019
1.6464646464646466,-7.958038265755604,-8.000435397785456,-7.999249941398731,4.950720414988264
1.6666666666666667,-7.957800797212281,-8.000589463831503,-7.999376980884201,4.959681450042288
1.6868686868686869,-7.957482343526195,-8.000669240049179,-7.999428994160211,4.968505896010916
1.7070707070707072,-7.957088343552868,-8.000680107691874,-7.999411352588063,4.977231435185417
1.7272727272727273,-7.956623862144886,-8.000627088123133,-7.999329067028193,4.9858931075555315
1.7474747474747474,-7.956093619339824,-8.000514870354353,-7.999186815487571,4.994523418489645
1.7676767676767677,-7.955502017099324,-8.000347836260369,-7.998988968437546,5.003152448228766
1.787878787878788,-7.954853163800008,-8.000130083666274,-7.998739611996122,5.011807962129949
1.8080808080808082,-7.954150896662114,-7.999865447483909,-7.99844256915381,5.020515520717801
1.8282828282828283,-7.953398802290295,-7.99955751906524,-7.998101419210862,5.0292985887475155
1.8484848484848486,-7.952600235487538,-7.9992096639263375,-7.997719515580111,5.0381786426164075
1.8686868686868687,-7.951758336491461,-7.9988250379840595,-7.997300002098165,5.047175275570675
1.8888888888888888,-7.950876046770649,-7.998406602436262,-7.9968458279761805,5.056306300265801
1.9090909090909092,-7.949956123507559,-7.9979571374052965,-7.996359761510511,5.065587848328751
1.9292929292929295,-7.9490011528841755,-7.997479254454683,-7.995844402663445,5.075034466654052
1.9494949494949496,-7.9480135622767785,-7.996975408079092,-7.995302194614641,5.084659210247394
1.9696969696969697,-7.946995631457206,-7.996447906259368,-7.994735434375223,5.094473731481055
1.98989898989899,-7.945949502888986,-7.9958989201655175,-7.994146282547788,5.104488365692391
2.0101010101010104,-7.944877191199303,-7.995330493083578,-7.9935367723085315,5.1147122130946965
2.0303030303030303,-7.943780591900079,-7.994744548635082,-7.992908817680297,5.125153217027932
2.0505050505050506,-7.942661489425042,-7.994142898351692,-7.99226422115937,5.1358182385973565
2.070707070707071,-7.941521564542928,-7.9935272486613,-7.991604680752381,5.146713127803664
2.090909090909091,-7.940362401201933,-7.992899207337266,-7.990931796475043,5.157842791303949
2.111111111111111,-7.939185492854887,-7.992260289457053,-7.990247076359091,5.16921125698444
2.1313131313131315,-7.937992248310227,-7.991611922912746,-7.989551942009744,5.180821735602745
2.1515151515151514,-7.936783997149504,-7.9909554535116225,-7.988847733751871,5.192676679809559
2.1717171717171717,-7.935561994747775,-7.990292149701143,-7.9881357153990615,5.204777840962057
2.191919191919192,-7.934327426930918,-7.98962320695052,-7.987417078677615,5.217126324165526
2.212121212121212,-7.933081414299518,-7.988949751817118,-7.986692947333382,5.229722641927852
2.2323232323232327,-7.931825016246659,-7.988272845723632,-7.985964380947503,5.242566766398994
2.2525252525252526,-7.930559234694791,-7.987593488470265,-7.985232378485353,5.255658179161357
2.272727272727273,-7.9292850175733625,-7.986912621502886,-7.984497881600405,5.2689959156525825
2.2929292929292933,-7.9280032620585725,-7.986231130957652,-7.983761777715253,5.282578599020899
2.313131313131313,-7.926714817592662,-7.985549850499315,-7.983024901545015,5.296408753555178
2.3333333333333335,-7.925420488700527,-7.984869563970684,-7.9822880434565695,5.310474794212901
2.353535353535354,-7.9241210376184945,-7.9841910078675,-7.981551943259754,5.324778783748989
2.3737373737373737,-7.922817186749284,-7.9835148736533315,-7.980817298388725,5.339317841682618
2.393939393939394,-7.921509620955986,-7.9828418099268035,-7.980084764636516,5.354088817623533
2.4141414141414144,-7.920198989706876,-7.982172424453305,-7.979354958205424,5.369088318766646
2.4343434343434343,-7.918885909081567,-7.9815072860717144,-7.978628457629068,5.384312735753013
2.4545454545454546,-7.917570963648425,-7.980846926486272,-7.9779058055760155,5.399758267023207
2.474747474747475,-7.916254708222382,-7.980191841952969,-7.977187510544193,5.415420941672502
2.494949494949495,-7.914937669511272,-7.979542494868663,-7.9764740484541745,5.431296640977729
2.5151515151515156,-7.913620347658442,-7.978899315270983,-7.975765864149256,5.4473811184922045
2.5353535353535355,-7.912303217688968,-7.978262702256472,-7.9750633728096245,5.463670019007026
2.5555555555555554,-7.910986730865418,-7.977633025323107,-7.974366961286734,5.480158896187542
2.575757575757576,-7.909671315960023,-7.9770106256441276,-7.973676989364705,5.496843229160141
2.595959595959596,-7.908357380448109,-7.976395817278155,-7.972993790953716,5.513718437882652
2.6161616161616164,-7.907045311628536,-7.9757888883214285,-7.972317675221159,5.530779897575935
2.6363636363636367,-7.905735477675884,-7.975190102006814,-7.971648927665259,5.548022952173872
2.6565656565656566,-7.904428228628447,-7.974599697753627,-7.9709878111352435,5.565442926735896
2.676767676767677,-7.90312389731698,-7.974017892173035,-7.970334566802936,5.583035138793461
2.6969696969696972,-7.901822800237492,-7.97344488003228,-7.969689415088972,5.600794909445241
2.717171717171717,-7.90052523837184,-7.972880835181094,-7.969052556547268,5.618717572918992
2.7373737373737375,-7.899231497959616,-7.972325911443529,-7.968424172711177,5.6367984853298
2.757575757575758,-7.897941851224548,-7.971780243478118,-7.967804426904101,5.6550330336015575
2.7777777777777777,-7.89665655705793,-7.971243947608358,-7.967193465017406,5.673416642291835
2.7979797979797985,-7.895375861662384,-7.970717122626352,-7.966591416257873,5.691944780765655
2.8181818181818183,-7.89409999915798,-7.970199850571117,-7.9659983938672045,5.710612968620726
2.8383838383838382,-7.892829192153485,-7.969692197483722,-7.965414495815566,5.729416781282859
2.858585858585859,-7.891563652284734,-7.9691942141405026,-7.964839805471176,5.748351853317407
2.878787878787879,-7.890303580722203,-7.968705936765805,-7.964274392246775,5.7674138839531235
2.8989898989898992,-7.889049168649828,-7.968227387725619,-7.963718312222966,5.786598646709779
2.9191919191919196,-7.88780059771683,-7.9677585762028444,-7.9631716087468245,5.805902014880656
2.9393939393939394,-7.886558040464084,-7.96729949885519,-7.962634313012045,5.825319982084133
2.95959595959596,-7.885321660726797,-7.966850140456382,-7.962106444656292,5.844848590333129
2.97979797979798,-7.884091614014877,-7.966410474521347,-7.961588012326691,5.864483892364454
3.0,-7.88286804787227,-7.965980463915704,-7.9610790141941505,5.884222023914061
