R,HF,FCI,CISD,DM_msto-06g
1.0,-7.850520966964194,-7.886098545892453,-7.885347357925874,4.20498745305961
1.02020202020202,-7.861022173142462,-7.896493710494781,-7.895748194457205,4.256137083595828
1.0404040404040404,-7.870672947569525,-7.906077445789875,-7.905335473744003,4.304293646898623
1.0606060606060606,-7.879533918896645,-7.9149070058779865,-7.914166610213426,4.349618139115964
1.0808080808080809,-7.88766179721588,-7.923036047975267,-7.9222954103873935,4.392260053302315
1.101010101010101,-7.895109509764654,-7.930514747683724,-7.92977218712539,4.432359504574654
1.121212121212121,-7.901926359531808,-7.937389933752444,-7.936643894131234,4.470048952118519
1.1414141414141414,-7.908158199561455,-7.943705237511597,-7.942954275628568,4.505454563615832
1.1616161616161615,-7.913847616884815,-7.949501252385699,-7.948744026416816,4.538697271671076
1.1818181818181819,-7.919034121088914,-7.954815699354202,-7.954050959618059,4.569890762084461
1.202020202020202,-7.923754333519078,-7.959683594805481,-7.958910169045958,4.599153181655863
1.2222222222222223,-7.928042173988441,-7.964137417843633,-7.96335420667652,4.626591056295093
1.2424242424242424,-7.931929042627727,-7.968207274699447,-7.967413241655661,4.65231043576808
1.2626262626262625,-7.93544399514587,-7.971921058438647,-7.971115222299312,4.676414387789682
1.2828282828282829,-7.938613910300509,-7.975304602633178,-7.974486030469704,4.699003096696661
1.303030303030303,-7.941463648805697,-7.978381828064589,-7.977549628929467,4.720173905906922
1.3232323232323233,-7.944016203240836,-7.981174881858032,-7.980328201070085,4.740021321307111
1.3434343434343434,-7.946292838789816,-7.983704268713391,-7.982842282689226,4.75863698918003
1.3636363636363638,-7.948313224839146,-7.985988974110197,-7.985110885680865,4.776109659261002
1.3838383838383839,-7.950095557614247,-7.988046579525557,-7.987151613702534,4.792525141015853
1.404040404040404,-7.951656674139795,-7.989893369825757,-7.988980769968261,4.807966259157609
1.4242424242424243,-7.953012157887272,-7.991544433083167,-7.990613457429551,4.822512812764156
1.4444444444444444,-7.954176436521247,-7.993013753132291,-7.9920636716609375,4.836241541006606
1.4646464646464648,-7.955162872186308,-7.994314295221428,-7.993344386810391,4.849226097461306
1.4848484848484849,-7.95598384479117,-7.995458085142534,-7.99446763500038,4.861537034198489
1.5050505050505052,-7.956650828749115,-7.99645628223441,-7.995444579577884,4.873241796248348
1.5252525252525253,-7.957174463628169,-7.997319246657792,-7.996285582614478,4.884404726641018
1.5454545454545454,-7.957564619152388,-7.998056601336337,-7.997000267052987,4.89508708191312
1.5656565656565657,-7.957830454978099,-7.998677288946999,-7.997597573886345,4.905347057760897
1.5858585858585859,-7.957980475649551,-7.999189624329741,-7.998085814740398,4.915239824357932
1.606060606060606,-7.958022581114952,-7.99960134266811,-7.998472720213892,4.9248175707349615
1.6262626262626263,-7.957964113162519,-7.999919643775004,-7.998765484311538,4.934129557533695
1.6464646464646466,-7.957811898109529,-8.000151232795432,-7.998970805283155,4.943222177390304
1.6666666666666667,-7.957572286055605,-8.000302357619018,-7.99909492316301,4.952139022154394
1.6868686868686869,-7.957251186987115,-8.000378843273804,-7.999143654281718,4.960920956157539
1.7070707070707072,-7.956854103996563,-8.000386123551648,-7.999122423002298,4.969606194714959
1.7272727272727273,-7.956386163860094,-8.000329270097264,-7.999036290912951,4.9782303870858415
1.7474747474747474,-7.955852145194847,-8.00021301917265,-7.998889983689338,4.986826703120914
1.7676767676767677,-7.95525650439914,-8.000041796291656,-7.998687915821628,4.995425922860424
1.787878787878788,-7.954603399560593,-7.999819738902472,-7.9984342133848285,5.004056528384598
1.8080808080808082,-7.95389671250048,-7.999550717280126,-7.998132735014915,5.012744797253866
1.8282828282828283,-7.953140069107883,-7.999238353776944,-7.997787091239389,5.021514896920002
1.8484848484848486,-7.952336858103192,-7.998886040565881,-7.997400662297384,5.030388979539956
1.8686868686868687,-7.951490248357421,-7.998496955998836,-7.996976614572022,5.039387276654994
1.8888888888888888,-7.95060320488321,-7.9980740796921665,-7.996517915747412,5.048528193261766
1.9090909090909092,-7.949678503602555,-7.997620206441053,-7.996027348792275,5.0578284008403624
1.9292929292929295,-7.948718744987348,-7.997137959055676,-7.995507524863551,5.067302928953847
1.9494949494949496,-7.94772636665975,-7.996629800203844,-7.994960895214491,5.07696525507396
1.9696969696969697,-7.94670365503336,-7.99609804333816,-7.994389762185875,5.086827392351224
1.98989898989899,-7.945652756067821,-7.995544862778484,-7.993796289350916,5.096899975064289
2.0101010101010104,-7.94457568520455,-7.994972303015079,-7.993182510879569,5.107192341552484
2.0303030303030303,-7.9434743365456795,-7.994382287292782,-7.992550340182452,5.117712614465559
2.0505050505050506,-7.94235049133326,-7.993776625531385,-7.991901577889762,5.128467778211506
2.070707070707071,-7.941205825781342,-7.993157021633362,-7.991237919216127,5.13946375353148
2.090909090909091,-7.9400419183099435,-7.992525080226263,-7.990560960758864,5.1507054691832925
2.111111111111111,-7.938860256226135,-7.991882312883763,-7.989872206773379,5.162196930782112
2.1313131313131315,-7.93766224189392,-7.99123014386557,-7.989173074965964,5.173941286932749
2.1515151515151514,-7.936449198432232,-7.990569915414463,-7.988464901841878,5.185940892899817
2.1717171717171717,-7.935222374976868,-7.989902892644918,-7.9877489476431744,5.198197372206005
2.191919191919192,-7.9339829515403215,-7.989230268056365,-7.987026400908854,5.210711676697569
2.212121212121212,-7.932732043500599,-7.98855316570108,-7.986298382687092,5.223484145666401
2.2323232323232327,-7.931470705748156,-7.987872645034882,-7.9855659504274845,5.2365145643065985
2.2525252525252526,-7.930199936517989,-7.987189704476843,-7.984830101579605,5.249802220571861
2.272727272727273,-7.928920680932062,-7.986505284702285,-7.984091776923219,5.263345956682073
2.2929292929292933,-7.92763383427514,-7.985820271691459,-7.983351863654944,5.277144207196855
2.313131313131313,-7.9263402450259415,-7.985135499554958,-7.98261119697736,5.291199063622456
2.3333333333333335,-7.925040717663172,-7.984451753155011,-7.981870568210925,5.3054989965797485
2.353535353535354,-7.923736015265531,-7.983769770540684,-7.981130718807948,5.320045738723782
2.3737373737373737,-7.922426861921958,-7.983090245213249,-7.980392348335706,5.334836195821744
2.393939393939394,-7.921113944968676,-7.982413828237233,-7.97965611518773,5.349867009585658
2.4141414141414144,-7.91979791706679,-7.9817411302107875,-7.978922638571967,5.365134586499773
2.4343434343434343,-7.918479398134227,-7.981072723108385,-7.978192500367701,5.380635124732496
2.4545454545454546,-7.917158977143899,-7.980409142007579,-7.977466246862514,5.39636463924914
2.474747474747475,-7.915837213799465,-7.979750886710619,-7.976744390380171,5.412318985190032
2.494949494949495,-7.91451464009874,-7.979098423270552,-7.976027410808958,5.4284938796363145
2.5151515151515156,-7.913191761794188,-7.978452185431127,-7.975315757039488,5.444884921828544
2.5353535353535355,-7.91186905975884,-7.977812575988218,-7.974609848319879,5.461487611927981
2.5555555555555554,-7.910546991265531,-7.977179968080443,-7.973910075535793,5.478297368421959
2.575757575757576,-7.90922599118633,-7.97655470641553,-7.973216802421884,5.495309544224473
2.595959595959596,-7.907906473118603,-7.97593710843848,-7.972530366710717,5.512519441547224
2.6161616161616164,-7.906588830443441,-7.97532746544697,-7.971851081224589,5.529922325640806
2.6363636363636367,-7.90527343732185,-7.974726043658966,-7.971179234915341,5.547513437405541
2.6565656565656566,-7.903960649633094,-7.974133085236669,-7.97051509385627,5.565288004977773
2.676767676767677,-7.902650805859886,-7.973548809271041,-7.9698589021905235,5.5832412543249825
2.6969696969696972,-7.901344227924043,-7.972973412730098,-7.9692108830393735,5.601368418864502
2.717171717171717,-7.9000412219761476,-7.972407071374262,-7.968571239373529,5.619664748373037
2.7373737373737375,-7.898742079142624,-7.971849940641467,-7.967940154850585,5.638125517307041
2.757575757575758,-7.897447076232648,-7.971302156504235,-7.967317794620326,5.656746033938541
2.7777777777777777,-7.896156476408026,-7.970763836301173,-7.96670430610003,5.6755216522852665
2.7979797979797985,-7.894870529818055,-7.970235079544448,-7.966099819720912,5.6944477882584215
2.8181818181818183,-7.893589474201624,-7.96971596870495,-7.96550444965138,5.71351992992771
2.8383838383838382,-7.89231353545852,-7.969206569976523,-7.964918294507149,5.7327336169344045
2.858585858585859,-7.891042928191792,-7.968706934020455,-7.964341438043908,5.752084407171876
2.878787878787879,-7.889777856222657,-7.968217096691107,-7.963773949811729,5.771567893282207
2.8989898989898992,-7.888518513079525,-7.967737079743644,-7.963215885780434,5.791179745582872
2.9191919191919196,-7.8872650824626325,-7.967266891524566,-7.962667288956279,5.810915726080382
2.9393939393939394,-7.886017738685427,-7.9668065276455335,-7.962128189987703,5.830771682638664
2.95959595959596,-7.884776647093741,-7.966355971640802,-7.961598607753705,5.850743543681785
2.97979797979798,-7.883541964464329,-7.9659151956091,-7.961078549934747,5.870827317009121
3.0,-7.882313839383194,-7.965484160839571,-7.960568013566895,5.891019090674254
