R,HF,FCI,CISD,DM_sto-3g
1.0,-7.767362135748564,-7.78446028003123,-7.7844518526091,4.817202609201645
1.02020202020202,-7.777137113224152,-7.794149656443505,-7.794141279818588,4.814827421772206
1.0404040404040404,-7.786148124702298,-7.803086793529407,-7.8030784409958525,4.812969670046173
1.0606060606060606,-7.794445100319572,-7.811322148728181,-7.811313795392291,4.811538509909112
1.0808080808080809,-7.802074433435192,-7.818902566586206,-7.818894189261688,4.810461778771359
1.101010101010101,-7.80907921180282,-7.825871517798755,-7.825863094930504,4.809683287239266
1.121212121212121,-7.8154994424508715,-7.832269331522337,-7.832260843122121,4.809160380365099
1.1414141414141414,-7.821372269026376,-7.838133419715251,-7.838124847299042,4.8088617623403715
1.1616161616161615,-7.826732180379945,-7.8434984922926985,-7.843489818813747,4.808765573189139
1.1818181818181819,-7.831611209324744,-7.848396762037793,-7.848387971812517,4.808857702049204
1.202020202020202,-7.8360391207297155,-7.852858138434675,-7.852849217060364,4.809130318953124
1.2222222222222223,-7.840043588367829,-7.856910409848052,-7.8569013441127415,4.809580605562982
1.2424242424242424,-7.84365036020016,-7.860579413732696,-7.8605701915180335,4.810209664939329
1.2626262626262625,-7.84688341201706,-7.8638891947965766,-7.86387980497527,4.811021591096002
1.2828282828282829,-7.849765089566395,-7.86686215125401,-7.866852583639291,4.812016297234575
1.303030303030303,-7.852316239485659,-7.869519169481221,-7.869509414546103,4.813213927553998
1.3232323232323233,-7.854556329456378,-7.871879747529266,-7.871869796466343,4.814618121699253
1.3434343434343434,-7.856503558158476,-7.87396210805157,-7.873951952612227,4.816238305728549
1.3636363636363638,-7.858174955619341,-7.875783301280786,-7.875772933671268,4.818083570112274
1.3838383838383839,-7.859586474625296,-7.877359298732628,-7.877348711510619,4.820162485888823
1.404040404040404,-7.860753073871602,-7.878705078337119,-7.878694264309062,4.82248330758664
1.4242424242424243,-7.8616887935297015,-7.879834701699673,-7.879823653822943,4.825053963989242
1.4444444444444444,-7.862406823895554,-7.880761384180539,-7.880750095472554,4.827881758207249
1.4646464646464648,-7.862919567757017,-7.8814975584555915,-7.881486021909586,4.830973077192979
1.4848484848484849,-7.8632386970829575,-7.882054932186199,-7.882043140716736,4.834329679181094
1.5050505050505052,-7.8633752045937335,-7.882444540385723,-7.882432486683989,4.83796267134539
1.5252525252525253,-7.8633394507397725,-7.882676793025716,-7.882664469565778,4.8418716566778315
1.5454545454545454,-7.863141206553454,-7.882761518378716,-7.882748917331507,4.84605837743409
1.5656565656565657,-7.862789692811585,-7.882708002548522,-7.882695115725645,4.850523398484259
1.5858585858585859,-7.8622936158934476,-7.882525025594118,-7.882511844396776,4.855266118923029
1.606060606060606,-7.861661200681584,-7.882220894610827,-7.8822074099834305,4.860284794828094
1.6262626262626263,-7.860900220814169,-7.881803474091936,-7.881789676480104,4.865576570749991
1.6464646464646466,-7.860018026562971,-7.8812802138576465,-7.8812660931701135,4.8711375178080365
1.6666666666666667,-7.85902157057955,-7.8806581748045605,-7.880643720378653,4.8769626764613445
1.6868686868686869,-7.857917431723573,-7.879944052698638,-7.87992925326886,4.883046102320241
1.7070707070707072,-7.856711837162957,-7.879144200208395,-7.87912904387776,4.889380913535069
1.7272727272727273,-7.855410682912053,-7.878264647350184,-7.878249121563985,4.895959338515365
1.7474747474747474,-7.854019552955909,-7.87731112049788,-7.877295212019395,4.902772762971348
1.7676767676767677,-7.852543737091041,-7.8762890600899045,-7.87627275497789,4.9098117754120825
1.787878787878788,-7.850988247598201,-7.875203637150792,-7.8751869207384,4.917066210463851
1.8080808080808082,-7.84935783485027,-7.87405976873081,-7.874042625605666,4.92452518949771
1.8282828282828283,-7.847657001946889,-7.872862132354337,-7.8728445463396834,4.932177158248314
1.8484848484848486,-7.845890018457598,-7.871615179557415,-7.871597133694035,4.940009921231236
1.8686868686868687,-7.844060933346829,-7.870323148584968,-7.870304625113881,4.948010672872735
1.8888888888888888,-7.842173587146686,-7.868990076310416,-7.868971056656184,4.956166025463207
1.9090909090909092,-7.840231623436263,-7.867619809432033,-7.867600274186775,4.964462034004786
1.9292929292929295,-7.83823849968115,-7.866216014995048,-7.866195943903062,4.972884218260829
1.9494949494949496,-7.83619749748073,-7.864782190281315,-7.864761562232241,4.981417582267812
1.9696969696969697,-7.834111732266496,-7.863321672103687,-7.863300465096101,4.990046631686813
1.98989898989899,-7.831984162490308,-7.86183764553744,-7.861815836688208,4.99875538939811
2.0101010101010104,-7.82981759833764,-7.860333152116543,-7.860310717642239,5.007527409765558
2.0303030303030303,-7.82761470999712,-7.858811097518704,-7.858788012725756,5.016345792021547
2.0505050505050506,-7.825378035514557,-7.857274258759636,-7.857250498036379,5.02519319323079
2.070707070707071,-7.82310998825692,-7.855725290914176,-7.855700827725182,5.034051841278499
2.090909090909091,-7.820812864008704,-7.854166733378796,-7.854141540261963,5.042903548344593
2.111111111111111,-7.81848884772072,-7.852601015687887,-7.852575064254766,5.051729725260164
2.1313131313131315,-7.816140019929431,-7.851030462894556,-7.8510037238344434,5.0605113971545235
2.1515151515151514,-7.813768362862465,-7.849457300524655,-7.849429743613094,5.069229220792309
2.1717171717171717,-7.8113757662445815,-7.847883659112312,-7.847855253224588,5.077863503852867
2.191919191919192,-7.808964032816266,-7.8463115783238715,-7.846282291454222,5.086394226545026
2.212121212121212,-7.806534883576295,-7.844743010677841,-7.844712809965015,5.094801065759225
2.2323232323232327,-7.804089962757644,-7.8431798248676845,-7.843148676627633,5.103063421946352
2.2525252525252526,-7.801630842545674,-7.841623808695943,-7.841591678462312,5.111160448987859
2.272727272727273,-7.799159027546117,-7.840076671628746,-7.840043524201859,5.119071087049974
2.2929292929292933,-7.796675959009983,-7.838540046981715,-7.838505846486761,5.126774098673337
2.313131313131313,-7.794183018821575,-7.837015493750191,-7.836980203705192,5.134248107975897
2.3333333333333335,-7.791681533255516,-7.835504498099264,-7.8354680814933495,5.141471643094517
2.353535353535354,-7.789172776508439,-7.834008474532078,-7.833970893914548,5.148423181761542
2.3737373737373737,-7.786657974010281,-7.832528766757615,-7.832489984337995,5.155081199956178
2.393939393939394,-7.784138305520683,-7.831066648282919,-7.83102662604235,5.1614242235051595
2.4141414141414144,-7.78161490801542,-7.8296233227582555,-7.82958202257195,5.167430882474128
2.4343434343434343,-7.779088878368135,-7.828199924106716,-7.82815730787741,5.173079968149807
2.4545454545454546,-7.776561275832631,-7.826797516473661,-7.826753546275506,5.17835049237575
2.474747474747475,-7.774033124331462,-7.825417094034366,-7.825371732266614,5.183221748970884
2.494949494949495,-7.771505414556317,-7.824059580700694,-7.824012790250189,5.187673376918671
2.5151515151515156,-7.768979105886634,-7.822725829770446,-7.822677574181625,5.1916854249840485
2.5353535353535355,-7.766455128132612,-7.821416623563661,-7.821366867214665,5.195238417382962
2.5555555555555554,-7.763934383109631,-7.820132673091536,-7.820081381374717,5.198313420095351
2.575757575757576,-7.761417746050831,-7.818874617802856,-7.8188217573076075,5.200892107399759
2.595959595959596,-7.758906066865682,-7.817643025451787,-7.8175885641476475,5.202956828195446
2.6161616161616164,-7.7564001712521105,-7.816438392128386,-7.8163822995460706,5.204490671733353
2.6363636363636367,-7.753900861670291,-7.815261142489747,-7.81520338989772,5.205477532515035
2.6565656565656566,-7.751408918186547,-7.8141116302253995,-7.814052190799498,5.205902174444121
2.676767676767677,-7.748925099195714,-7.81299013878473,-7.812928987768483,5.205750294868563
2.6969696969696972,-7.746450142030997,-7.811896882388729,-7.81183399724192,5.205008589342046
