R,HF,FCI,CISD
0.5,-0.953769267897776,-0.9637433165351046,-0.9637433165351048
0.5070707070707071,-0.9620839368807557,-0.9721914643006595,-0.9721914643006593
0.5141414141414141,-0.9700083489834459,-0.9802510521347803,-0.9802510521347806
0.5212121212121212,-0.9775598261445555,-0.9879394217122208,-0.98793942171222
0.5282828282828282,-0.9847547715745479,-0.9952729963557265,-0.9952729963557253
0.5353535353535354,-0.9916087293897001,-1.0022673406472529,-1.0022673406472522
0.5424242424242425,-0.9981364395821457,-1.0089372153764502,-1.00893721537645
0.5494949494949495,-1.0043518887476628,-1.0152966282482194,-1.0152966282482183
0.5565656565656566,-1.0102683569509363,-1.0213588807291436,-1.021358880729143
0.5636363636363636,-1.015898461070342,-1.0271366113748104,-1.02713661137481
0.5707070707070707,-1.0212541949309752,-1.0326418359467278,-1.0326418359467269
0.5777777777777777,-1.0263469665044418,-1.0378859845972657,-1.0378859845972654
0.5848484848484848,-1.0311876324272757,-1.0428799363744645,-1.0428799363744643
0.591919191919192,-1.035786530065648,-1.0476340512742344,-1.0476340512742335
0.598989898989899,-1.040153507332505,-1.0521582000460001,-1.0521582000459997
0.6060606060606061,-1.0442979504438894,-1.0564617919384838,-1.056461791938483
0.6131313131313131,-1.0482288097835228,-1.0605538005545485,-1.0605538005545487
0.6202020202020202,-1.0519546240293214,-1.064442787968721,-1.0644427879687204
0.6272727272727272,-1.0554835426810842,-1.0681369272464996,-1.068136927246499
0.6343434343434343,-1.0588233471159472,-1.071644023491992,-1.0716440234919913
0.6414141414141414,-1.061981470286588,-1.0749715335387617,-1.0749715335387615
0.6484848484848484,-1.0649650151669374,-1.0781265843885555,-1.0781265843885548
0.6555555555555556,-1.0677807720405479,-1.0811159904930232,-1.0811159904930228
0.6626262626262627,-1.0704352347184205,-1.0839462699651403,-1.0839462699651394
0.6696969696969697,-1.0729346157655133,-1.0866236597995478,-1.0866236597995471
0.6767676767676768,-1.075284860808006,-1.0891541301737888,-1.089154130173788
0.6838383838383838,-1.0774916619873722,-1.0915433978965032,-1.0915433978965026
0.6909090909090909,-1.0795604706215574,-1.093796939062826,-1.0937969390628253
0.6979797979797979,-1.081496509128464,-1.0959200009721821,-1.0959200009721821
0.705050505050505,-1.0833047822623652,-1.0979176133590696,-1.0979176133590696
0.7121212121212122,-1.0849900877096539,-1.0997945989832403,-1.0997945989832403
0.7191919191919192,-1.0865570260865889,-1.1015555836219302,-1.1015555836219306
0.7262626262626263,-1.08801001037825,-1.1032050055033404,-1.1032050055033407
0.7333333333333333,-1.089353274854889,-1.1047471242175597,-1.10474712421756
0.7404040404040404,-1.0905908834989826,-1.1061860291382495,-1.106186029138249
0.7474747474747474,-1.0917267379737963,-1.1075256473858706,-1.1075256473858708
0.7545454545454545,-1.0927645851619734,-1.10876975136101,-1.1087697513610109
0.7616161616161616,-1.0937080243004451,-1.1099219658740682,-1.1099219658740687
0.7686868686868686,-1.0945605137363568,-1.1109857748960277,-1.1109857748960283
0.7757575757575758,-1.095325377326577,-1.1119645279528694,-1.111964527952869
0.7828282828282829,-1.0960058105020725,-1.112861446184907,-1.1128614461849071
0.7898989898989899,-1.0966048860168378,-1.1136796280907495,-1.11367962809075
0.7969696969696969,-1.0971255593998206,-1.1144220549742976,-1.1144220549742985
0.804040404040404,-1.0975706741270137,-1.115091596111973,-1.1150915961119732
0.8111111111111111,-1.097942966529815,-1.115691013656249,-1.1156910136562497
0.8181818181818181,-1.098245070454714,-1.1162229672905517,-1.1162229672905521
0.8252525252525252,-1.0984795216883692,-1.1166900186495652,-1.1166900186495654
0.8323232323232324,-1.098648762161397,-1.1170946355182667,-1.1170946355182667
0.8393939393939394,-1.098755143943186,-1.1174391958219725,-1.117439195821973
